image_pathname,class
../datasets/animals-dataset/raw-img/farfalla/OIP-2xBJvkglxmF91QR2lUWybAHaFD.jpeg,butterfly
../datasets/animals-dataset/raw-img/ragno/OIP-K6rNBkQHot-vJ0sdHhlwbAHaD4.jpeg,spider
../datasets/animals-dataset/raw-img/cane/OIP-a9f-XGKRQgBMLyV5kE9F1QHaGT.jpeg,dog
../datasets/animals-dataset/raw-img/scoiattolo/OIP-TH5BEvZTNNn9L6gqAygZ6AHaFb.jpeg,squirrel
../datasets/animals-dataset/raw-img/ragno/OIP-kvBnPJLh-aKzIZ9Q2x_PEAHaHV.jpeg,spider
../datasets/animals-dataset/raw-img/cavallo/OIP-JkSlHXiAVvHz9Pe2BlgwxwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/elefante/OIP-uo19HNQ7ktUQB0L-Hua5ygHaFj.jpeg,elephant
../datasets/animals-dataset/raw-img/cavallo/OIP-hqbNjPhC_W2y8GQsNwQ8awHaFB.jpeg,horse
../datasets/animals-dataset/raw-img/ragno/OIP-Cmh1zloUsGsWKsjAdjnafQHaFC.jpeg,spider
../datasets/animals-dataset/raw-img/elefante/OIP-yeIFN-pyg-Ewti8esESt9AHaFj.jpeg,elephant
../datasets/animals-dataset/raw-img/gatto/665.jpeg,cat
../datasets/animals-dataset/raw-img/scoiattolo/OIP-lUM1Yndsgm1B5M0ICexR0wHaEK.jpeg,squirrel
../datasets/animals-dataset/raw-img/pecora/OIP-k6Ahe22Yf6zrzdUAIBbz8QHaEW.jpeg,sheep
../datasets/animals-dataset/raw-img/scoiattolo/OIP-XvfEzjqAC3kjd_E6JV8h8AHaE8.jpeg,squirrel
../datasets/animals-dataset/raw-img/scoiattolo/OIP-htsP3ZXJErOscHOTSLAdNQHaEb.jpeg,squirrel
../datasets/animals-dataset/raw-img/cavallo/OIP-nL319NMF054GArSLFNftKQHaGW.jpeg,horse
../datasets/animals-dataset/raw-img/gatto/11.jpeg,cat
../datasets/animals-dataset/raw-img/elefante/OIP-5UO8XwAHbwamRADkXk4bIQHaJ-.jpeg,elephant
../datasets/animals-dataset/raw-img/scoiattolo/OIP-x_19ZG16UzgBUjdOouHrbAHaE6.jpeg,squirrel
../datasets/animals-dataset/raw-img/scoiattolo/OIP-Bj2_Y4Ijp5CVNfJ3wnuirQHaE8.jpeg,squirrel
../datasets/animals-dataset/raw-img/mucca/OIP-j9X396YrR4Ogbm9zNwAknAHaKe.jpeg,cow
../datasets/animals-dataset/raw-img/mucca/OIP-7T2k69nnm9YXrePsAYqwSAHaFj.jpeg,cow
../datasets/animals-dataset/raw-img/cavallo/OIP-ILm2BmfW4p5McIZjqwe46QHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-T2pjUHOO-K2dFnK1Tm4TcAHaJM.jpeg,horse
../datasets/animals-dataset/raw-img/mucca/OIP-W9xVNdMzkhZwGKtATwiVdgHaE8.jpeg,cow
../datasets/animals-dataset/raw-img/pecora/OIP-xnQTHJHQggyRE5rL4PlESAHaF7.jpeg,sheep
../datasets/animals-dataset/raw-img/farfalla/ea36b6092ef2013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,butterfly
../datasets/animals-dataset/raw-img/cane/OIP-1bzbn8c1gurVqeyZReofugHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/pecora/OIP-3AO4t5gp6ctdpLu08W0tYgHaF9.jpeg,sheep
../datasets/animals-dataset/raw-img/gatto/760.jpeg,cat
../datasets/animals-dataset/raw-img/farfalla/OIP-B6An886mqBID4Ow2yrmEngHaKg.jpeg,butterfly
../datasets/animals-dataset/raw-img/scoiattolo/OIP-fgHcD0d1Yf5uSLybTTeurAHaEK.jpeg,squirrel
../datasets/animals-dataset/raw-img/ragno/OIP-yyh6D2hwNQjC7LCX1CPg7QHaE8.jpeg,spider
../datasets/animals-dataset/raw-img/pecora/OIP-FdZbsUeDGb2J2R4ktBwwIwHaFi.jpeg,sheep
../datasets/animals-dataset/raw-img/gatto/1575.jpeg,cat
../datasets/animals-dataset/raw-img/gatto/1175.jpeg,cat
../datasets/animals-dataset/raw-img/gallina/OIP-ScJ7HRvH1TVOXwpAdmnMBwHaFt.jpeg,chicken
../datasets/animals-dataset/raw-img/pecora/OIP-qVaDq7usGyKaNlGlWDMdOAHaKa.jpeg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-F9YkJZX94TufU8Oqo_mi4gHaFj.jpeg,cow
../datasets/animals-dataset/raw-img/pecora/eb3db40a21f4043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,sheep
../datasets/animals-dataset/raw-img/farfalla/OIP-v-Urpe47ZJYBM1WxeqXAnQHaE8.jpeg,butterfly
../datasets/animals-dataset/raw-img/scoiattolo/OIP-ZGnxE9nAtbq0cmgNyEvDUAHaLJ.jpeg,squirrel
../datasets/animals-dataset/raw-img/scoiattolo/OIP-rF7gCCdLKB9OzIwCzKcItgHaHa.jpeg,squirrel
../datasets/animals-dataset/raw-img/mucca/OIP-GxwW3Wcej4as0FFjiRXyNwHaFj.jpeg,cow
../datasets/animals-dataset/raw-img/mucca/OIP-SEGxqcuQA3ntEXP2r2N6uQHaFn.jpeg,cow
../datasets/animals-dataset/raw-img/gatto/ea37b90f2df7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,cat
../datasets/animals-dataset/raw-img/elefante/OIP-SKm4ucxH0qC22lEvg8Gq_gHaEo.jpeg,elephant
../datasets/animals-dataset/raw-img/pecora/OIP-r9M4Ynq6pI5PHsvEIRrSogHaH7.jpeg,sheep
../datasets/animals-dataset/raw-img/cane/OIP-Xtm4bBiTZAaBmGaD5Ka6RAHaEj.jpeg,dog
../datasets/animals-dataset/raw-img/cavallo/OIP-sw4bVJn8FS8WpVkzuYqA_wHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/pecora/OIP-tMIp3g1v423ciNjEjTntNAHaDf.jpeg,sheep
../datasets/animals-dataset/raw-img/gatto/1745.jpeg,cat
../datasets/animals-dataset/raw-img/pecora/OIP-HUtdNtBF8fHoIV0WpVBxwwHaE6.jpeg,sheep
../datasets/animals-dataset/raw-img/ragno/OIP-AP0ELgsy3lINqnOosbnlQAHaFL.jpeg,spider
../datasets/animals-dataset/raw-img/cane/OIP-2QAGMYALe2GFNBYLVjvpyAHaHF.jpeg,dog
../datasets/animals-dataset/raw-img/farfalla/OIP-ubdN4UeftAM0PYNCy8_SzQHaEo.jpeg,butterfly
../datasets/animals-dataset/raw-img/cavallo/OIP-VLwTkdanXByKpEZn2XAGGgHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/pecora/OIP-np5lUV79GBBEHkuMHf4x9wHaDf.jpeg,sheep
../datasets/animals-dataset/raw-img/pecora/eb3db40d29f0003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-pSQHfssGpF6o5-yVIN35FwHaFc.jpeg,cow
../datasets/animals-dataset/raw-img/pecora/OIP-WD7YjIa-qADW6wVhafTy5gHaFb.jpeg,sheep
../datasets/animals-dataset/raw-img/cane/OIP-DUEHjGZrwG1xUBQx5Cd3FQHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kZThsfpX-cDmTZaVwsKafAHaKR.jpeg,dog
../datasets/animals-dataset/raw-img/elefante/OIP-1msK2YztfEyXIlxlUTonPgHaE8.jpeg,elephant
../datasets/animals-dataset/raw-img/pecora/eb34b50921f2003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,sheep
../datasets/animals-dataset/raw-img/cavallo/OIP-83Lr58Tg5iLResrl9limcQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/scoiattolo/OIP-nllzM8-KWHur-VnhAqY4agHaFj.jpeg,squirrel
../datasets/animals-dataset/raw-img/gallina/OIP-s3EQAlCg457cE7ipFXC_1wHaGl.jpeg,chicken
../datasets/animals-dataset/raw-img/pecora/OIP-rEFdS4eIbSdSHR0cBGzcKgAAAA.jpeg,sheep
../datasets/animals-dataset/raw-img/cane/OIP-_2Itmpob3Q0nbJKrHvtnfAHaJ3.jpeg,dog
../datasets/animals-dataset/raw-img/gallina/OIP-cAxHU2zKxveT16vEUnoXLgHaFj.jpeg,chicken
../datasets/animals-dataset/raw-img/pecora/OIP-urwXzxc3YuQsEM3neY3JQgHaJ3.jpeg,sheep
../datasets/animals-dataset/raw-img/ragno/OIP-kRCPlW-r08GZG00I7wXd4gHaE9.jpeg,spider
../datasets/animals-dataset/raw-img/pecora/OIP-CYCE6NlQDVazRC9dNikf4QAAAA.jpeg,sheep
../datasets/animals-dataset/raw-img/gatto/478.jpeg,cat
../datasets/animals-dataset/raw-img/gallina/1001.jpeg,chicken
../datasets/animals-dataset/raw-img/gatto/1025.jpeg,cat
../datasets/animals-dataset/raw-img/cane/OIP-K0mCzhmUHMMX4dDDTaBxkAHaEl.jpeg,dog
../datasets/animals-dataset/raw-img/pecora/eb3db5072dfd083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,sheep
../datasets/animals-dataset/raw-img/cane/OIP-MOTdxrRVRLnt6ITfSxVujQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Ki7pI5S8ITJdCXOeDdwfWwHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/gatto/jonas-vincent-2717-unsplash.jpg,cat
../datasets/animals-dataset/raw-img/ragno/OIP-LbFa8Z4gS679vH_v7YhnmAHaE8.jpeg,spider
../datasets/animals-dataset/raw-img/farfalla/OIP-0kLeRahbA2H3wr8RfUJDeAAAAA.jpeg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-sjK-C6031IcBa21QWC4znQHaFj.jpeg,sheep
../datasets/animals-dataset/raw-img/pecora/OIP-IXHLR_NagDEQHpN4c3jLvQAAAA.jpeg,sheep
../datasets/animals-dataset/raw-img/pecora/OIP-wmCOSO6JZcs--PvuT55uPwHaFj.jpeg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-n-bHpA3RDEIHiPJ0dxlLLQHaFO.jpeg,cow
../datasets/animals-dataset/raw-img/ragno/OIP-F5hBp7ULGmR0rLD-YwIsbQHaFE.jpeg,spider
../datasets/animals-dataset/raw-img/cavallo/OIP-u6ngh8QmJklz68xlsQEAZQHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/ragno/OIP-fbiZiMN2MWIsehoLf76uhQHaHD.jpeg,spider
../datasets/animals-dataset/raw-img/ragno/OIP-kj_o_yiU1kZFBavCv7eNiAHaJo.jpeg,spider
../datasets/animals-dataset/raw-img/gatto/1312.jpeg,cat
../datasets/animals-dataset/raw-img/ragno/OIP-F6GmcoAmoRSNAYJmWG64fwAAAA.jpeg,spider
../datasets/animals-dataset/raw-img/cavallo/OIP-PxOPcJmABUJ32NKmQvw9agHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/farfalla/ea37b80b2ef2023ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,butterfly
../datasets/animals-dataset/raw-img/gallina/OIP-UtqMNvsAzhEduNRk7m0ONQHaHR.jpeg,chicken
../datasets/animals-dataset/raw-img/elefante/OIP-QVwa8tKG8qgsVYIXK2yLzQHaE8.jpeg,elephant
../datasets/animals-dataset/raw-img/cavallo/OIP-GogV-ojINVQWDgPkECUNGgHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/scoiattolo/OIP-reAyPzESzYZZTRIQwH1xuwHaE8.jpeg,squirrel
../datasets/animals-dataset/raw-img/ragno/OIP-5IlPwpuxXOLBMxytTRS-uAHaE7.jpeg,spider
../datasets/animals-dataset/raw-img/gallina/638.jpeg,chicken
../datasets/animals-dataset/raw-img/farfalla/OIP-RzpKPUPR4zciSV7KcVnvfgHaFh.jpeg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-XCosQ3aUb80kxgfaZKWNsgHaDU.jpeg,sheep
../datasets/animals-dataset/raw-img/elefante/ea36b0082bf2063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,elephant
../datasets/animals-dataset/raw-img/gallina/OIP-YozOq8CIzAcAClQtBmvzwgHaHe.jpeg,chicken
../datasets/animals-dataset/raw-img/mucca/OIP-dYpd_9xTToaVxDIU70FhdwHaFR.jpeg,cow
../datasets/animals-dataset/raw-img/farfalla/OIP-AZy6WWtXWHsLrvUHxybAewHaGm.jpeg,butterfly
../datasets/animals-dataset/raw-img/elefante/OIP-V7K6QEypqQfEoOZNsbf7BQHaLF.jpeg,elephant
../datasets/animals-dataset/raw-img/scoiattolo/OIP-H3O5H2otuRVKXjn4TYU-1AHaFg.jpeg,squirrel
../datasets/animals-dataset/raw-img/farfalla/e83cb80e29f11c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,butterfly
../datasets/animals-dataset/raw-img/gallina/OIP-07TcG-5GOMsGKgwFw2y_MgHaE8.jpeg,chicken
../datasets/animals-dataset/raw-img/farfalla/OIP-padTzHGqx_RpKoC5z0m0VwHaFJ.jpeg,butterfly
../datasets/animals-dataset/raw-img/elefante/OIP-xDNMDfAdG7DSnHcxPbB9WAHaGg.jpeg,elephant
../datasets/animals-dataset/raw-img/ragno/OIP-aNtiDa__wQpbA5Saz4x4VAHaE8.jpeg,spider
../datasets/animals-dataset/raw-img/gatto/1037.jpeg,cat
../datasets/animals-dataset/raw-img/mucca/OIP-33DFPMwETYtM5jDb3mxOGAHaEE.jpeg,cow
../datasets/animals-dataset/raw-img/cavallo/OIP-CslS-MBLpkv4Be0-wKecwQHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/farfalla/OIP-rsQiqRj8sZlrgesVwXOPggHaH6.jpeg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-LyIJorhmw0H8VH1kG-rbVAAAAA.jpeg,sheep
../datasets/animals-dataset/raw-img/farfalla/OIP-m2vwlH_HMaLgaiBLpJvTmwHaFj.jpeg,butterfly
../datasets/animals-dataset/raw-img/cane/OIP-neAn4kg5cwn_qPag-NrPSQHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/scoiattolo/OIP-KztcpsDR316W9qPqkRHPWAHaFu.jpeg,squirrel
../datasets/animals-dataset/raw-img/gatto/ea34b20a2bf4003ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,cat
../datasets/animals-dataset/raw-img/gallina/OIP-Fhx6pn_0wIJYOiyw16oH1wAAAA.jpeg,chicken
../datasets/animals-dataset/raw-img/ragno/OIP-06wL-zd1kwkkXNWE9imqlQHaF2.jpeg,spider
../datasets/animals-dataset/raw-img/scoiattolo/OIP-73AI_T8SaqedNSNXMk5m9QHaHa.jpeg,squirrel
../datasets/animals-dataset/raw-img/scoiattolo/OIP-UTolfKVoLp2NDgdL26tK6gHaNJ.jpeg,squirrel
../datasets/animals-dataset/raw-img/cavallo/OIP-Jwc6ZtGBiIwgh-vs4vDB2QHaE-.jpeg,horse
../datasets/animals-dataset/raw-img/elefante/OIP-ODy0ssYPgU7O9z_g7jnF3QHaE8.jpeg,elephant
../datasets/animals-dataset/raw-img/cane/OIP-dJSJ0YhO7dob-SOKZLZFugHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/gatto/1801.jpeg,cat
../datasets/animals-dataset/raw-img/cane/OIP-CZJbGH0BsTK9dPGmcDTg-wHaIB.jpeg,dog
../datasets/animals-dataset/raw-img/gallina/OIP-cVSkzc5wnQOJbxH0SS4vaQHaE6.jpeg,chicken
../datasets/animals-dataset/raw-img/ragno/OIP-4NF1nPEX8BdMjzYD0hlcGgHaFB.jpeg,spider
../datasets/animals-dataset/raw-img/farfalla/OIP-FDKt-LYSfrAffFOfTUaLVgHaE8.jpeg,butterfly
../datasets/animals-dataset/raw-img/cavallo/OIP-eTngHsTMbdTvwrlXWMpanQHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-9Q7OOSZYxEWnnleuRXvtNAHaEK.jpeg,horse
../datasets/animals-dataset/raw-img/mucca/OIP-bq4eWIC3QJCxEQOo3mATkAHaHb.jpeg,cow
../datasets/animals-dataset/raw-img/mucca/OIP-LvXKqh8EPpGFcnZCe7FsBAHaHD.jpeg,cow
../datasets/animals-dataset/raw-img/cane/OIP-jBRfyjhgqjZHBZ2Ivu65jQHaE9.jpeg,dog
../datasets/animals-dataset/raw-img/farfalla/OIP-0SLZTSG08Ar-epysCY43xwHaGa.jpeg,butterfly
../datasets/animals-dataset/raw-img/farfalla/OIP-W3Qb7BFvJJ03Bai4lRaR-AHaFj.jpeg,butterfly
../datasets/animals-dataset/raw-img/gatto/980.jpeg,cat
../datasets/animals-dataset/raw-img/gatto/1242.jpeg,cat
../datasets/animals-dataset/raw-img/pecora/OIP-uZGFvMLCXF-OazaW3eeXIwHaFj.jpeg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-KTN41lkpyz_TRqzdYDtxvQHaIk.jpeg,cow
../datasets/animals-dataset/raw-img/gallina/OIP-9AYksAnfB3WyiQ6LyxM1dAHaE7.jpeg,chicken
../datasets/animals-dataset/raw-img/gatto/215.jpeg,cat
../datasets/animals-dataset/raw-img/farfalla/OIP-vbLavFaVPBLY_Oyt6Air8wHaEo.jpeg,butterfly
../datasets/animals-dataset/raw-img/gallina/OIP-j4gAx87n0pVrqubDWglubwHaFj.jpeg,chicken
../datasets/animals-dataset/raw-img/gatto/634.jpeg,cat
../datasets/animals-dataset/raw-img/gallina/OIP-TCIVYjX_mY6ogmwDB8kk5AHaFj.jpeg,chicken
../datasets/animals-dataset/raw-img/cane/OIP--NTohQi3Ctvo0vRUTVNHTQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/gallina/1024.jpeg,chicken
../datasets/animals-dataset/raw-img/mucca/OIP-SolYxs2cK73P1aB3tqw3iwAAAA.jpeg,cow
../datasets/animals-dataset/raw-img/pecora/OIP-9PSzsbrPPa8rIn9590fZpAHaHa.jpeg,sheep
../datasets/animals-dataset/raw-img/gatto/1665.jpeg,cat
../datasets/animals-dataset/raw-img/mucca/OIP-62jmnBHCdznNK6D5HGlGLQHaE8.jpeg,cow
../datasets/animals-dataset/raw-img/mucca/OIP-PNgtX7Tjh38ED73_6SenmAHaFj.jpeg,cow
../datasets/animals-dataset/raw-img/cane/OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/elefante/OIP-f_LcgHxtCw07TZV4g3mTrQHaFc.jpeg,elephant
../datasets/animals-dataset/raw-img/cavallo/OIP-Ypb-exvQB6E4e0sadWI_KAHaE4.jpeg,horse
../datasets/animals-dataset/raw-img/elefante/OIP-9NLQvAqzSmNDLSAV2LCk2gHaFB.jpeg,elephant
../datasets/animals-dataset/raw-img/gallina/OIP-xlqqVaVzTT0nNm3s8AEIKAHaIh.jpeg,chicken
../datasets/animals-dataset/raw-img/cane/OIP-PBiQSTzv9pJYavEWjliXMwHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/farfalla/OIP-yuf_ZuUtcst-yklRNvU_3wEsEI.jpeg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-bGcUamYg_g6IkxmfmU6AqwHaFj.jpeg,sheep
../datasets/animals-dataset/raw-img/cavallo/OIP-mUM5BXZca-ljAZi28YuNvQHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/gallina/OIP-A5A5NAm6LQ0MIiukjJlDAAHaEK.jpeg,chicken
../datasets/animals-dataset/raw-img/farfalla/ea32b6062af31c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-A1toh32Uw64iwcZXwk0nJQHaEp.jpeg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-g1HNG84FuXkrCPBDtI8w2wHaFZ.jpeg,cow
../datasets/animals-dataset/raw-img/cavallo/OIP-KiKSyCTx5F3rRou3CJt6jgHaJo.jpeg,horse
../datasets/animals-dataset/raw-img/mucca/OIP-d-mHAzg4B6W4TWyy6wYyEgHaHC.jpeg,cow
../datasets/animals-dataset/raw-img/elefante/OIP-rowWrJiEhRvY9cHrFILwWwHaEK.jpeg,elephant
../datasets/animals-dataset/raw-img/mucca/OIP-dmY9BONyQk7y4Zi_bZ8dBgHaLk.jpeg,cow
../datasets/animals-dataset/raw-img/scoiattolo/OIP-zFWF4AQsVuw2a70awHTbXAAAAA.jpeg,squirrel
../datasets/animals-dataset/raw-img/mucca/OIP-jd1cmbNmJvUc7NeiLKmCMwHaFO.jpeg,cow
../datasets/animals-dataset/raw-img/elefante/OIP-0pQxF5Y-CleEJmJqunELHwHaFj.jpeg,elephant
../datasets/animals-dataset/raw-img/ragno/OIP-jChf6j3gOxKgAg1Q1KniiAHaFj.jpeg,spider
../datasets/animals-dataset/raw-img/gatto/335.jpeg,cat
../datasets/animals-dataset/raw-img/gatto/990.jpeg,cat
../datasets/animals-dataset/raw-img/gatto/ea36b60b2af6073ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,cat
../datasets/animals-dataset/raw-img/cavallo/OIP-ICakrbgTrQOiKX0O_gkIWQHaEG.jpeg,horse
../datasets/animals-dataset/raw-img/pecora/OIP-T9-mi3oR2qYTiTStudUuEgHaE2.jpeg,sheep
../datasets/animals-dataset/raw-img/mucca/OIP-t6Z-I-8jQ1yf8C50wBI5FgHaFj.jpeg,cow
../datasets/animals-dataset/raw-img/ragno/OIP-HHtmTGN5nD0umtRq8xeAUAHaE-.jpeg,spider
../datasets/animals-dataset/raw-img/scoiattolo/OIP-7EUCOLttlBanFMlqrCyidQHaCZ.jpeg,squirrel
../datasets/animals-dataset/raw-img/pecora/OIP-usCnY5mnu_p6UJnzzA_yDQHaE8.jpeg,sheep
../datasets/animals-dataset/raw-img/cane/OIP-Ulz6-49jkP8QZV66jjqVVQHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/ragno/OIP-Jd_O7MOLVbz1q4tVA52o2AHaE3.jpeg,spider
../datasets/animals-dataset/raw-img/farfalla/OIP-rkody1gU4Ub0wHyHZWlxzwHaGw.jpeg,butterfly
../datasets/animals-dataset/raw-img/pecora/OIP-paGwrXmyq7gQnbpZ01Rx5QHaFj.jpeg,sheep
