image_pathname,class
../datasets/animals-dataset/raw-img/cane/OIP-u4Y7Kwj6A4TatlOgw7WZfwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-RAbLeLQGHOsaRUk7eeuYeAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-yta9xCUkoHvHjiUar1iKQQHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-huehtpww2MuKBkd6sGr6RgHaG7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-yk0X7agqk7b--fOVDE5uyAHaFu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ebegLCwh-ik6D6DufKGq-QHaL7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aUFx6UG7auu2yrLxURcFSQHaF0.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Mo2q90a8e7LkthOgdbdbYwHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Db83EaUMf9O3fT6MpfkIxQHaGt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-r3JT_PMxJ_f6wqFp15G1SwHaEL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-pCihXpWV9ljgHbRLOtEvxwHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-8Wfr35q2NvycyPXuDDUhiAHaFd.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4AQGJw_pRzKLWCRSd7rQAgHaGX.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ASFXEJQhQyS_GkcEWYMZlAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-FCbVL7g_1shNjdA-5bKsVQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-G1g0ZesO23p4aYoxwOvTAgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-hCvtJxl-AabvSQuaKfwPUQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-5rQdf71PyK5Lczl-gaTXaAHaGI.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-d4yqvy2MOY4QHlXkpothrgHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-chGWL1NLpe5JJqC9aj5ICQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mSrZJOE9gwJiR6dtGZ3yGQHaJ0.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-t3_EnR3Wvqeh8BdEaRTuvgHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Q9ofEC5Rm2tQ_VaQ2UC_YgHaJK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vTcvdVjBh113ZCh6Lfh1GQHaEr.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-B1wTN06DIy12r2lWpTIy7wHaHs.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-tqi4D7ihglq9Q9MrwLF-4QHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Rc98wpdx9A682ktWFobN7AHaGM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZOioh0cZHOnAVBon7I8sEgHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-AhGRNb859j8UBHcppIg-XQHaJ3.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-UJX5bV0i1Clqw72etVxt1AExDM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ijlxGovsiJ0AhFn6spW6-AHaJg.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Fr7IjIqEPDwVNQE-dp0ZfgHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-l32J3C4BUsAaXaphBY-D7wHaLb.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--HP-Jp3xDbJcfnayqlP7GwHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-RD20KObYJwP19Ud2eeNV7AHaLR.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-pvhWIyuDtnMDWDlpGaq7CQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-IC0e3ifpaGNnLxOEtUTlkgHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-qkK7xpKRd8pWwfgMrBjbcQHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-AC_vXRZjNTvxPQwx-5LwUAHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-UrKfvwpHe0EWGH9myJvI_QHaFi.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-KcvlineanUPwwL2P-7cu5QHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-bro_1zKUoXOBPnjRFAgbjAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GM8eTx3XbBAMKsOcgcxxTQHaFN.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-u6Yqc65h4BXEcsEwsqQ4QAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-tC9pyeIrjTfIhRA2AMMyygHaE9.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP---_cJbI6Ei26w5bW1urHewHaCf.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-XeP2Sa6kuP8-X7JYQIpdJAHaG_.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-oeb-vuedLuSWkSQyM6X0hgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-16rRuuNCfnpO9Dwgz9mB5wHaDL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-AmGeHr-vOcf9xyM9gdOMtQHaD_.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ack-EiVoD7mt2J3EUE-nJwHaFd.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Vvg0gumdnHUAf6IlU3nd6wHaLF.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Ov8cO-Qr3b1VfiYENuDotQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-55lzWkU0-r5AX_D_xu5JUAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-P2mBQR-pO0pUBQJV6UqGDQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-wme_Vyw6UQaPGaBl7WT9ZgHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-81_qHuWUsIIOlQU1B8O-JwHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-oS9vHO8X0sHbqZQJ3j84OQAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6OwBop74-ACn0ZOBqyj5uQHaEo.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-tOh7ajw-7M4luFyM8CBUxgHaHu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CEo3sFzKoSMSFGQrKrdFpwHaGq.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CTqPzhSIs3mws8UtOHnMdAHaG7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-nCgdTgy0wmJy98Gqj76hgAHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-v4tE0PV7UJ4FCReG58Rx_wAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GfbHaFLLYfLUq-KrtVXOsgHaGL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-RQUdQuQNhLkPsXZWqd1OZQHaGL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-svrZdcdFXfeG7OINmNZQsQHaF7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-hJI41XtmlkK6L8DDDJNN5wHaJh.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-M5l4mtM_rbe_F677GrW4swHaEN.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-u4ya5c7HIHB1pJT8pMQnfgHaFb.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-KtFNi1VLjmiLisJgE4Y5igHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-WTdlrkMb78P0XqTb_DoypwHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-eaw2RhUkGHkKMymKUYvOjAHaFD.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-bpsv7SqgoIFtkKAvyIXl0wHaLI.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-j9DWcaiwxPTVQAIKU9eSWQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-rurG_ItJKXf1NLZR1iDKkwHaEi.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kjzhz566BXVXl6y7iAnqFgHaEp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-BcoE954H0AmCCcgOezYExAHaE_.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PkE82vJSpIYogTvjj69uuAHaEu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-NHLANcCMYKeS9-J8tDpI3gAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-5tnPefEWAASJRQrG3RNRVwHaDt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZFFQsdET4qKL36klgDZEOwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-1LpMShxkw9l7vqX3_1qnyAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zPe_eepEN-tsrai5FG_y5AAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vXFvT5t4sPMrJhF0O1_qjQHaHH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Np-jMbJwF0LasJsevkgRzwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zPu6mzAOxi0SIV3mSbloCQHaFd.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-MvmjQKv_LLNeeS9R1DwQawHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--khXa4p9B3QV8JmsHX29hgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6do18OF3FYx4L_Vhqc4MYgHaGa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-5I5VCNyEXdUXTA--FYkk-wHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-NhGsjwU7OAi2boisIOoAEgHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6F_n8kJDFBlVE0Qch5hfqwHaHL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-2blBR9VXGyR_GNy3yzR1TAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-YN_4Y8MVeS8RftT-PSCLWgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6aI8pgEPsGojn1UTh_cb7wHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-raoMmTBRJs68xfyq1YkS2QHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-OoQ7xRdLq3oXGKWVxMKJzwHaFq.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-SqU4Sm5x3ah2rLth4DdQNQHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-oPTR6_H30iNWKYzlecuSGgHaGc.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-MH68LMsGRlgUZpjOVwLkKgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CptvFZD76kl8sWBngcSZ5wHaIR.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-xHj3tr5Y5nv29Y94EkZaBQHaHw.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-xzEY9GkGk01Z-7Cs7jLQoAHaKZ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mxIunTE0e1QeXjdsFgm3iwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PE0EfRwaxuuMK24q23h2jQHaFg.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mysMk7ogsEryhPoTHRBXCwHaFZ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-fWBXuiZl20aT6xdnjPguCAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JVwJmcP0D3AyDZRIBBIlrAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-8ulFSAoLjTBLqrBwctXDrwHaE5.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-9Hfd-g6bG8-Y_1OKGRBj6AHaEo.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-iGXwRcDTTIBHSFbbMEpajAHaKd.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-_pm-_pA-C7f5tnx5W3gFdQHaJt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-hKt5BwTdmeOaYvjDOL7VMAHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-fva2NLIFwSbsvTEiPJtHuwHaFH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mMjQwg5UM6h9osUsb0WrfAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4pDoIw8CIERmrEe7wDNOOQHaIp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-9RNWiP_IZYamO6flhaivYgHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-5W5nP6o4OQfU-pC0rgwEGAHaLG.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ex9mxGSUrWFIzvBtiQBKCgHaD-.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZK59rByJU6CMY9r_X2s3PQHaDt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ARmx5aJnpBrDhv--cWfF-wHaE0.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Pr0qFzFVU_kOhUUYyYQrrgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JfaUMG2RdgUA2bmJAow1CAHaJK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JUsasudCg79_E98pIVDqqwHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-tioL9ux3BcQOEODOEhUDLwHaFn.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kVPQlsToy05P1SUVCrKpUwHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Dik1dhKKz9cfLRtgKlCq_QHaEX.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ImzMIyEYaX-0CK23SL7xMwHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-lznBqh9efq6B2l8sA1CiFQHaGJ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PxevTr9SqCQyoQjMszFyHwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-76-YcKQApRKh-XA9eakmtQAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-jsRVXjzv7XX77ecaWBCJvwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-v8okpZB-jbwt1Urc7D9bMwHaGJ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-9PEpjTTBYTsJ3_1ouTalLgHaNM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4U2bUQcVriwImSDuQ_sQdgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uE5MlCoRBH08gYvc8VrYYAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-8nWKYu8peW-E0oG_UMC9fAHaJz.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-O_hLa1oza5Qioth9VICHWwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GpTv3eVv_wrsvdtuqsooGQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-fUB4o4VwpYi686vKuVT7FgHaFj.jpeg,dog
